id,area,available_icu_beds_with_ventilator,pincode,district,hospital_poc_phone,total_beds_without_oxygen,available_beds_without_oxygen,hospital_poc_name,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on,hospital_category
825,Satna,-1,,Satna,8109790004,4,0,Dr. Charulata Soi,2,4,"9827003494, 9425885479",Chitrakoot Chairitable Hospital Bus Stand Satna,0,-1,0,,1619937325000,Private
826,Satna,-1,485001,Satna,9425173656,50,29,DR KL NAMDEO,0,40,094249 72001,GNM HOSTEL,0,-1,34,"Gram Bachbai Raigaon Road , Office Nishad Bhawan, Panna Road, Pater, Satna, Madhya Pradesh 485001, India",1619928457000,Government
827,Satna,-1,,Satna,9893211913,10,9,DR RAKESH TRIPATHI,0,4,"9424763172, 9893860682",CHC KOTHI,0,-1,0,,1619932537000,Government
828,Satna,-1,485446,Satna,8770452773,10,9,DR DEEPAK PANDEY,0,5,"9826925484, 9752280066",CHC NAGOD,0,-1,0,"MDR, Nagod, Madhya Pradesh 485446, India",1619932595000,Government
829,Sehore,-1,,Sehore,9993151900,3,3,DR RAMNATH DHUSIA,0,12,"9174156474, 8819955844",CHC REHTI,0,-1,0,,1619927179000,Government
830,Sehore,-1,466001,Sehore,7067405579,0,0,Dr R K VERMA,11,90,075622 27766,DH Sehore - DCHC,1,-1,8,"Sindhi Colony, Sehore, Madhya Pradesh 466001, India",1619931299000,Government
831,Sehore,-1,466445,Sehore,9827377398,50,39,DR NARENDRA SONDHIYA,0,50,"9755560975, 9755671166","BUDHNI- GOVERMENT AADARSH EKLAVYA HOSTEL, VILLAGE - JOSHIPURA",0,-1,35,"Budhni, Madhya Pradesh 466445, India",1619920036000,Government
832,Sehore,-1,466001,Sehore,9826090264,0,0,Dr. V.K.Chaturvedi,0,50,"7000097110, 7697404748",SEHORE - SHASKIYA AWASIYA KHELKUD SANSTHAN,0,-1,9,"Chanakyapuri, Sehore, Madhya Pradesh 466001, India",1619946294000,Government
833,Sehore,-1,466331,Sehore,9826739321,0,0,DR MANISH SARASWAT,0,20,089823 55519,CIVIL HOSPITAL NASRULLAGANJ,0,-1,7,"Nasrullaganj, Madhya Pradesh 466331, India",1619928391000,Government
834,Sehore,-1,466331,Sehore,7828532195,40,40,DR JITENDRA DAYMA,0,0,"7828731973, 9009685111","GOVERNMENT GIRLS SC HOSTEL SEMALPANI ROAD, NEAR ITI, NASRULLAGANJ",0,-1,0,"Nasrullaganj, Madhya Pradesh 466331, India",1619937439000,Government
835,Sehore,-1,466445,Sehore,8349801444,5,0,Mr. Amit sharma,0,5,"7024267208, 7024267135",MADHUBAN HOSPITAL BUDHNI,0,-1,0,"Salkanpur Rd, Talpura, Madhya Pradesh 466445, India",1619931953000,Private
836,Sehore,-1,466115,Sehore,9826430950,0,0,DR. B.B. SHARMA,0,10,"9826697005, 7000837941",CHC ICHHAWAR,0,-1,0,"Ichhawar, Madhya Pradesh 466115, India",1619945871000,Government
837,Sehore,-1,466115,Sehore,9713125122,25,25,DR AMRITA SHRIVASTAVA,0,0,"8871728703, 8871728703","MODEL SCHOOL KHERI ROAD, ICCHAWAR",0,-1,0,"Kheri - Bhopal Rd, Ichhawar, Madhya Pradesh 466115, India",1619937649000,Government
838,Sehore,-1,466001,Sehore,8433489869,16,16,DR GOPAL MODI,0,14,"8878712119, 9893233249",SUMAN RAJENDRA MODI MULTISPECIALITY HOSPITAL SEHORE,0,-1,8,"In front of Guru dewarra, Behind Red cross Hospital Gang ashram, Main Rd, Sindhi Colony, Sehore, Madhya Pradesh 466001, India",1619925181000,Private
839,Sehore,-1,,Sehore,7000725068,25,25,DR ISHAAN SINGH UIKEY,0,0,", ",GOVT GIRLS HOSTAL REHTI,0,-1,0,,1619926985000,Government
840,Sehore,-1,466001,Sehore,9926034963,50,48,DR AMIN KHAN,0,0,075622 24240,GOVT COLLEGE  CHANDRA SHEKHAR AZAD  ROAD ASHTA,0,-1,0,"358, NEW BUS STAND, Madhya Pradesh State Highway 18, Bhopal Naka, Sindhi Colony, Chanakyapuri, Sehore, Madhya Pradesh 466001, India",1619935094000,Government
841,Sehore,-1,466116,Sehore,9893371698,0,0,DR PRAVEER GUPTA,0,20,"9826047253, 9926667367",CIVIL HOSPITAL ASHTA,0,-1,0,"civil hospital,, Sai Colony, Ashta, Madhya Pradesh 466116, India",1619922929000,Government
842,Sehore,-1,466001,Sehore,9826293590,50,50,DR MUKESH TIWARI,0,50,075622 22482,SCHOOL OF MEDICAL SCIENCE SSSUTMS PRIVATE HOSPITAL SEHORE,0,-1,41,"SH-18, BHOPAL-INDORE ROAD ,OPP.OIL FED PLANT (M.P), Pachama, Madhya Pradesh 466001, India",1619923803000,Private
843,Sehore,-1,466001,Sehore,9977201085,50,47,DR RAJKUMAR AHIRWAR,0,0,088210 13007,"SEHORE- GOVERNMENT GIRLS HOSTEL, NEAR IES SCHOOL",0,-1,0,"IES Campus Near, ITC Chaupal, Rafiqueganj, Madhya Pradesh 466001, India",1619926659000,Government
844,Seoni,-1,480661,Seoni,7506093704,5,0,Dr Vinit Seth Dr S K Agrawal,2,13,062601 96758,Jindal Hospital,0,-1,0,"Bus Stand Road, Bhairoganj, Bhagat Singh Ward, Seoni, Madhya Pradesh 480661, India",1619926844000,Private
845,Seoni,-1,480661,Seoni,9425174623,20,10,Dr P Surya,0,0,"9425174623, 9425174623",GNMTC,0,-1,0,"Old RTO Office Rd, Ekta Colony, Barapatthar, Seoni, Madhya Pradesh 480661, India",1619926815000,Government
846,Seoni,-1,480886,Seoni,7000017466,70,26,Dr B S Solanki,0,0,"9479635771, 8989665500",Civil Hospital Lakhnadon,0,-1,0,"NH 44, Pathariya, Madhya Pradesh 480886, India",1619926791000,Government
847,Seoni,-1,480661,Seoni,8319659700,5,0,Dr Saiyat Sanshul Hassan,0,20,076922 23681,Jathar Hospital,0,-1,0,"Barapatthar Rd, PWD Colony, Barapatthar, Seoni, Madhya Pradesh 480661, India",1619926829000,Private
848,Seoni,-1,,Seoni,9981165181,10,1,Dr  Lakra,0,0,", ",Keolari Civil Hospital,0,-1,0,,1619926855000,Government
849,Seoni,-1,480661,Seoni,9425174925,70,65,Dr Vinod K Navkar,14,150,"9425174925, 9425174925",DH Seoni - DCHC,6,-1,21,"Seoni, Madhya Pradesh 480661, India",1619926802000,Government
850,Shahdol,-1,484001,Shahdol,7697822888,0,0,Dr VINAMRA JAIN,0,10,076978 22888,Amrita Hospital,0,-1,10,"Rewa Rd, Shahdol, Madhya Pradesh 484001, India",1619926459000,Private
851,Shahdol,-1,,Shahdol,8120014435,30,18,DR NISHANT SINGH PARIHAR,0,0,"9424333130, 8120709966",CH BEOHARI,0,-1,0,,1619924243000,Government
852,Shahdol,-1,484001,Shahdol,9407801779,0,0,RAJESH,14,11,07652 230 044,DEVANTA HOSPITAL,0,-1,1,"Gortara, Shahdol, Madhya Pradesh 484001, India",1619928275000,Private
853,Shahdol,-1,484110,Shahdol,9867762839,30,5,Dr Deepak Paradkar,0,0,"7587390894, 9755283795",BUDHAR CENTRAL Hospital -(CCC- Other Institution),0,-1,0,"Dhanpuri, Madhya Pradesh 484110, India",1619924296000,Government
854,Shahdol,-1,484001,Shahdol,9926409802,138,13,DR NAGENDRA SINGH,70,190,07652 243 000,GMC Shahdol - DCH,0,-1,2,"Kudri Road, near New Bus Stand, Shahdol, Madhya Pradesh 484001, India",1619919563000,Government
855,Shahdol,-1,,Shahdol,9993260440,4,0,Dr Ganesh Tandiya,10,0,", ",DH Shahdol - DCHC,0,-1,0,,1619925881000,Government
856,Shahdol,-1,484001,Shahdol,9425362902,5,2,DR ROHIT DUVEY,15,15,07652 248 248,SHRI RAM HOSPITAL,0,-1,0,"Pali Rd, Jaistham Chowk, Shahdol, Madhya Pradesh 484001, India",1619924180000,Private
857,Shahdol,-1,,Shahdol,9713762869,5,3,NISHIKANT MISHRA,10,0,"7000480091, 9131103254",SHREE SHYAMCARE HOSPITAL,0,-1,0,,1619924547000,Private
858,Shajapur,-1,465001,Shajapur,9425084156,23,13,Dr.Praveen singh,2,15,073642 28611,Gohil Sampoorn Hospital,0,-1,9,"Adarsh Colony Main Rd, Irrigation Colony, Shajapur, Madhya Pradesh 465001, India",1619921102000,Private
859,Shajapur,-1,465001,Shajapur,9826060452,50,46,Dr. Alok Saxena,20,130,"9977551011, 9818781947",DH Shajapur - DCHC,0,-1,15,"Shajapur, Madhya Pradesh 465001, India",1619924123000,Government
860,Shajapur,-1,,Shajapur,9425940454,120,67,Dr. K.K. Joshi,0,30,"9818781947, 8435955309",CCC Shujalpur,0,-1,10,,1619924273000,Government
861,Shajapur,-1,465001,Shajapur,9425492610,5,0,Dr raj Kumar patidar,0,0,073642 27966,Patidar Nusing Home Shajapur,0,-1,0,"Mumbai - Agra National Hwy, near new bus stand, Patwari Colony, Lalpura, Shajapur, Madhya Pradesh 465001, India",1619929502000,Private
862,Shajapur,-1,465333,Shajapur,8878289622,4,1,Jeewan Mewada,11,5,"7879824343, 8305885441",Sugan Devi Hospital Shujalpur,5,-1,2,"Sjp Mallu, Chitransh Nagar, Shujalpur, Madhya Pradesh 465333, India",1619925113000,Private
863,Shajapur,-1,465001,Shajapur,9755395959,40,19,Dr. Apoorva Sharma,10,20,"9179132668, 9713286714",JASH Hospital and Research Centre,4,-1,5,"Shajapur - Dupada Rd, Vighneshwar Nagar, Shajapur, Madhya Pradesh 465001, India",1619926564000,Private
864,Shajapur,-1,465001,Shajapur,9893889992,5,5,Dr. Sunil Sharma,10,5,"7000852442, 8839380600",Metro Hospital Shajapur,2,-1,3,"Shajapur - Dupada Rd, Vighneshwar Nagar, Shajapur, Madhya Pradesh 465001, India",1619924284000,Private
865,Shajapur,-1,465333,Shajapur,9977826885,5,3,Ankit saxena,0,5,"9753687766, 9098190802",J.K. Hospital & Trauma Center Shujalpur,0,-1,0,"Akodiya, Sarangpur Rd, near Rathi Motors, Naka, Shujalpur, Madhya Pradesh 465333, India",1619920678000,Private
866,Shajapur,-1,465333,Shajapur,9893458798,40,0,Dr. Nagendra Rajput,15,9,073602 45010,Aarogya Hospital Shujalpur,0,-1,0,"41, Mahatma Gandhi Marg, Shankar Nagar Colony, Shujalpur, Madhya Pradesh 465333, India",1619924760000,Private
867,Shajapur,-1,465001,Shajapur,9425083030,8,0,Udit Bhatt,0,2,073642 27740,Vyas Nursing Home Shajapur,0,-1,0,"Vighneshwar Nagar, Shajapur, Madhya Pradesh 465001, India",1619924700000,Private
868,Shajapur,-1,,Shajapur,9754143934,5,0,Dr  Vikas Singh,0,10,"8120205030, 9981236867",Vardan Fracture and general Hospital Shajapur,0,-1,0,,1619925453000,Private
869,Shajapur,-1,465333,Shajapur,8989135765,20,10,Dr. R.K. Tiwari,0,30,"9752603067, 9977523395",CH Shujalpur City,0,-1,0,"-akodia, Shujalpur Rd, Shujalpur, Madhya Pradesh 465333, India",1619924188000,Government
870,Shajapur,-1,465333,Shajapur,9752764760,5,5,Nirmal parmar,0,0,070499 02004,D.P. Care Hospital  Shujalpur,0,-1,0,"Ashta - Kannod Rd, Free Ganj, Shujalpur, Madhya Pradesh 465333, India",1619923797000,Private
871,Shajapur,-1,465333,Shajapur,9977661099,0,0,Dr Mahendra Parmar,0,5,"9977661099, 9977661099",Sai Kripa Hospital & Emergency Care Shujalpur Mandi,0,-1,0,"Mahatma Gandhi Marg, Shujalpur, Madhya Pradesh 465333, India",1619926096000,Private
872,Shajapur,-1,465001,Shajapur,8376999749,50,33,Dr. K.P Singh,0,0,"9399513762, 9977551011",Vridhashram Shajapur,0,-1,0,"Shajapur, PWD Colony, Gayatri Nagar, Shajapur, Madhya Pradesh 465001, India",1619927781000,Government
873,Shajapur,-1,465001,Shajapur,8120266731,18,0,Dr Varun Kumar Bajaj,10,0,"9425034565, 9754705722",Shajapur City Hospital Shajapur,0,-1,0,"NH 3, Irrigation Colony, Shajapur, Madhya Pradesh 465001, India",1619924674000,Private
874,Shajapur,-1,465001,Shajapur,9589657172,20,16,SUBODH MATHUR,10,0,"9893537845, 9993353579",Shree Balaji Hospital Kalapipal,5,-1,0,"Lalpura, Shajapur, Madhya Pradesh 465001, India",1619921736000,Private
875,Sheopur,-1,476337,Sheopur,9425128462,257,242,Dr r b goyal,0,0,"9826242831, 9302654551",Dccc dhengda,0,-1,0,"GOVT. PG COLLAGE NEAR INFANT JESUS HIGH SCHOOL, Salapura, Madhya Pradesh 476337, India",1619928562000,Government
876,Sheopur,-1,,Sheopur,8871506336,50,45,dr pradeep kumar,0,0,"9098567656, 7987633130",CCC Vijaypur,0,-1,0,,1619928507000,Government
877,Sheopur,-1,476337,Sheopur,9589434828,70,54,Shayam sunder agarwal,0,0,"7000543776, 7247704518",ITI karahal,0,-1,0,"Sheopur, Madhya Pradesh 476337, India",1619928634000,Government
878,Sheopur,-1,476337,Sheopur,8965077622,10,4,Dr R B Goyal,11,76,075302 20118,DH Sheopur,1,-1,26,"SH 6, beside DFO Office, Sheopur, Madhya Pradesh 476337, India",1619927620000,Government
879,Shivpuri,-1,473551,Shivpuri,9752153200,0,0,DR ANIL GOSWAMI,7,6,"9329999093, 6261666970",PEOPLE CARE HOSPITAL,0,-1,0,"Unnamed Road, Govind Pura, Shivpuri, Madhya Pradesh 473551, India",1619922515000,Private
880,Shivpuri,-1,473551,Shivpuri,9827726360,50,50,Dr.Mukesh mittal,0,0,093011 13907,MEDICAL COLLEGE INTERN HOSTEL,0,-1,0,"GOVERNMENT MEDICAL COLLEGE, near Kattha Mill, Shivpuri, Madhya Pradesh 473551, India",1619928589000,Government
881,Shivpuri,-1,473551,Shivpuri,8269932412,10,10,DR NITESH GOSWAMI,10,10,093000 10670,M M HOSPITAL,10,-1,10,"Hathi Khana, Dakhar Mohalla, Shivpuri, Madhya Pradesh 473551, India",1619922505000,Private
882,Shivpuri,-1,473551,Shivpuri,9425489416,15,15,DR.PD GUPTA,10,5,080 4805 3867,Siddhi Vinayak Multi Speciality Hospital,0,-1,0,"Dakhar Mohalla, Shivpuri, Madhya Pradesh 473551, India",1619922699000,Private
883,Shivpuri,-1,473551,Shivpuri,7830298790,240,240,Dr KV Verma,85,145,093011 13907,GMC Shivpuri - DCH,22,-1,58,"GOVERNMENT MEDICAL COLLEGE, near Kattha Mill, Shivpuri, Madhya Pradesh 473551, India",1619931410000,Government
884,Shivpuri,-1,473551,Shivpuri,9893231106,5,1,DR MAHENDRA VERMA,0,5,"6260980474, 8639344532",VARDHAN HOSPITAL,0,-1,0,"Govt Hospital Shivpuri, Mahal Colony, Shivpuri, Madhya Pradesh 473551, India",1619928632000,Private
885,Shivpuri,-1,,Shivpuri,7354134959,110,57,Dr Dinesh Rajput,10,76,"9827562241, 8305210552",DH Shivpuri - DCHC,0,-1,0,,1619931454000,Government
886,Shivpuri,-1,473551,Shivpuri,8839022630,5,0,DR arvind,0,5,070009 40312,NAVJEEVAN HOSPITAL,0,-1,2,"Near Ghoda Chouraha Pohri Road Shivpuri M.P, near Old Suzuki Showroom, Dakhar Mohalla, Shivpuri, Madhya Pradesh 473551, India",1619924233000,Private
887,Shivpuri,-1,473551,Shivpuri,7389002743,0,0,DR DEEPAK GOUTAM,0,10,"9568470000, 7697668486",SUKHDEV HOSPITAL,0,-1,0,"Ground Floor,Kaushalya Tower,Siddh Vihar colony (Nai ki bagiya, Mahal Colony, Shivpuri, Madhya Pradesh 473551, India",1619923800000,Private
888,Sidhi,-1,486661,Sidhi,7869247901,107,64,DR AVINASH JOHN,0,33,078222 50076,GNM TRAINING CENTER,0,-1,33,"Deen Dayal Colony, Collectorate Road, near Hospital Chowk, Sidhi, Madhya Pradesh 486661, India",1619927593000,Government
889,Sidhi,-1,486661,Sidhi,9424689936,0,0,Dr DK Dwivedi,10,80,078222 52204,DH Sidhi - DCHC,0,-1,16,"NH75, Shashtrinagar, Sidhi, Madhya Pradesh 486661, India",1619928071000,Government
890,Sidhi,-1,486661,Sidhi,8839545800,19,3,Dr Anoop mishra,2,16,078222 50076,Mishra nursing home,2,-1,7,"Deen Dayal Colony, Collectorate Road, near Hospital Chowk, Sidhi, Madhya Pradesh 486661, India",1619925093000,Private
891,Sidhi,-1,486661,Sidhi,7247523562,100,98,DR M. P. SINGH,0,0,"9826242073, 9755020476",MADHURI BOYS HOSTEL,0,-1,0,"Demha, Madhya Pradesh 486661, India",1619925506000,Government
892,Singrauli,-1,486890,Singrauli,9691067668,100,62,Dr. Pankaj Singh,0,0,"7049904040, 6261660356",Jayant Kalyan Mandap,0,-1,0,"JAYANT SECTOR 2, Sector 4, Jayant, Madhya Pradesh 486890, India",1619916405000,Government
893,Singrauli,-1,,Singrauli,7489003052,50,40,Laxmi Narayan,0,0,"7489003052, 7489003052","Ambedkar Bhawan, Nigahi",0,-1,0,,1619916602000,Government
894,Singrauli,-1,,Singrauli,9406966428,50,48,R P Chaudhary,0,0,", ","Worker's Club, Gorbi",0,-1,0,,1619919580000,Government
895,Singrauli,-1,486888,Singrauli,9926201747,0,0,Dr Vinod,10,90,"9926201747, 9926201747","Nehru Shatabdi Chikitsalaya, Jayant, NCL",0,-1,4,"Nehru, Jayant, Madhya Pradesh 486888, India",1619916240000,Government
896,Singrauli,-1,486890,Singrauli,9406711708,100,54,Rajesh Chaudhari,0,0,"9968159353, 9926201747",Amlohri Kalyan Mandap,0,-1,0,"JAYANT SECTOR 2, Sector 4, Jayant, Madhya Pradesh 486890, India",1619919816000,Government
897,Singrauli,-1,486669,Singrauli,9669905421,50,50,Dr. C L Singh,0,0,076974 67228,"Post Metric Balak Adiwasi Chhatravas, Mahuagaon",0,-1,0,"Pondi, Madhya Pradesh 486669, India",1619919630000,Government
898,Singrauli,-1,,Singrauli,7016332696,20,0,Dr. Rajesh Baish,0,25,"7016332696, 7016332696",Singrauli Hospital and Research Centre,0,-1,5,,1619917837000,Private
899,Singrauli,-1,,Singrauli,9406711443,50,32,R K Rathore,0,0,", ","Worker's Cub, NCL HQ, Singrauli",0,-1,0,,1619919486000,Government
900,Singrauli,-1,,Singrauli,8349004169,18,18,Dr. Bhupendra Singh,0,0,", ","Balika OBC Ashram, Sajhawa",0,-1,0,,1619918857000,Government
901,Singrauli,-1,486889,Singrauli,9406711268,0,0,Dr Ak mishra,0,80,"9406711268, 9406711268",Vindhya Chikitsalay Ntpc Singrauli,0,-1,10,"Singrauli Market Rd, Bhagat Singh Colony, Singrauli, Madhya Pradesh 486889, India",1619916353000,Government
902,Singrauli,-1,,Singrauli,9754933570,16,1,Dr. D K Mishra,6,14,"9754933570, 9754933570",Mishra Polyclinic and Nursing Home,0,-1,4,,1619918733000,Private
903,Singrauli,-1,486886,Singrauli,8349004169,18,10,Dr. Bhupendra Singh,0,0,033 2552 3991,"Adiwasi Balak Ashram, Sajhawa",0,-1,0,"Sarai, Madhya Pradesh 486886, India",1619919142000,Government
904,Singrauli,-1,,Singrauli,8120816217,0,0,Dr Santosh Kumar,0,67,"8120816217, 8120816217",DH Singrauli - DCHC,0,-1,26,,1619916469000,Government
905,Singrauli,-1,,Singrauli,9406964307,50,23,Nagendra Tiwari,0,0,"9406711308, 9406711308","Jubilee Bhawan, Duddhichua",0,-1,0,,1619916869000,Government
906,Singrauli,-1,,Singrauli,9450165188,50,44,Rajkumar,0,0,"9450165188, 9450165188","Worker's Club, CWS Colony, Jayant",0,-1,0,,1619919336000,Government
907,Singrauli,-1,486886,Singrauli,7088180272,0,0,Dr. Ganga Vaishya,12,150,"8120816217, 8120816217",New District Hospital cum Trauma Centre,1,-1,33,"Bilounji, Waidhan, Madhya Pradesh 486886, India",1619916166000,Government
908,Tikamgarh,-1,472001,Tikamgarh,9893499771,40,15,Dr. Sanjay Kushwaha,0,0,076832 42250,CCC Udan,0,-1,0,"Composite Collectorate Building, Jhansi Road, Mahavir Colony, Tikamgarh, Madhya Pradesh 472001, India",1619927522000,Government
909,Tikamgarh,-1,472001,Tikamgarh,9425145957,20,18,DR AMIT CHOUDHARY,12,128,"9424432849, 9340794975",DH-TIkamgarh1,0,-1,102,"Near, New Bus Stand Rd, Tikamgarh, Madhya Pradesh 472001, India",1619927615000,Government
910,Tikamgarh,-1,472118,Tikamgarh,9926863571,0,0,Dr. Rahul Jain,0,30,"9926863571, 7869111534",CHC Jatara,0,-1,19,"Jatara, Madhya Pradesh 472118, India",1619927550000,Government
911,Tikamgarh,-1,,Tikamgarh,9340794975,30,17,Dr H B Badgiya,0,0,"9926863571, 9713324100",Ram Raja Hospital,0,-1,0,,1619927657000,Government
912,Tikamgarh,-1,472001,Tikamgarh,8319926391,50,50,Dr Satendra Gupta,0,0,"9754721300, 8305927743","Pre Matric Kanya Chhatrawas, Dhonga",0,-1,0,"Unnamed Road, Dhonga, Tikamgarh, Madhya Pradesh 472001, India",1619927637000,Government
913,Ujjain,-1,456001,Ujjain,9926006606,34,6,DR RAVI JAIN,16,30,"9669601987, 9974874536",UJJAIN CHARITABLE TRUST HOSPITAL UJJAIN,0,-1,0,"Budhwaria Rd, Nikas Chauraha, Ujjain, Madhya Pradesh 456001, India",1619924752000,Private
914,Ujjain,-1,456010,Ujjain,9425092433,23,0,Dr.Harsh Mangal,8,23,094250 92433,Saharsh Hospital,0,-1,0,"Ring Rd, Mangal Colony, Sethi Nagar, Ujjain, Madhya Pradesh 456010, India",1619935440000,Private
915,Ujjain,-1,456224,Ujjain,9713864099,0,0,DR RUHIDASH THAKUR,5,27,"9713864099, 9713864099",PADMAVATI HOSPITAL KHACHAROD,0,-1,9,"Near ICICI BANK Khachrod-Nagda, Khachrod - Barnagar Rd, Khachrod, Madhya Pradesh 456224, India",1619935357000,Private
916,Ujjain,-1,,Ujjain,9425916867,4,0,DR. DINESH YADAV,0,6,"9425916867, 9826539009",CHC JHARDA,0,-1,0,,1619925344000,Government
917,Ujjain,-1,456010,Ujjain,9617077077,27,0,PRABHAT SIRSAT,22,34,0734 251 3735,J K HOSPITAL,0,-1,0,"No4,5, Indore Road, Sant Nagar, Ujjain, Madhya Pradesh 456010, India",1619930741000,Private
918,Ujjain,-1,456010,Ujjain,7697270358,42,0,ANOKHILAL PATIDAR,15,36,0734 477 1000,Patidar Hospital and research centre,0,-1,0,"Ghas Mandi Chouraha, 12, Kshapnak Marg, Ashok Nagar, Madhav Nagar, Ujjain, Madhya Pradesh 456010, India",1619928855000,Private
919,Ujjain,-1,456665,Ujjain,9039900546,8,0,Dr. Anis Gori,0,17,073692 35301,CHC TARANA,0,-1,0,"Tarana, Madhya Pradesh 456665, India",1619925473000,Government
920,Ujjain,-1,456001,Ujjain,8827913289,1,0,MR DEEPESH SHARMA,3,19,0734 253 4000,CHL MEDICAL CENTER,0,-1,0,"Hari Phatak, Bye-Pass Road, Nana Kheda, Shivalay Twp, Ujjain, Madhya Pradesh 456001, India",1619922908000,Private
921,Ujjain,-1,456664,Ujjain,8989696899,50,23,Dr. Rajendra Uplavdiya,0,0,"8989696899, 8989696899",Police Training School,0,-1,0,"Ujjain, Madhya Pradesh 456664, India",1619924167000,Government
922,Ujjain,-1,456001,Ujjain,7838478989,0,0,DR. BRAJENDRA KUMAR,0,50,0734 251 0726,SHREE G D BIRLA MEMORIAL HEALTH CENTRE,0,-1,0,"Birla Hospital Chouraha, Mahananda Nagar, Ujjain, Madhya Pradesh 456001, India",1619927814000,Private
923,Ujjain,-1,456010,Ujjain,9827215447,7,0,Yogesh Upadhyay,2,28,0734 406 6177,Sanjeevani Hospital And Rearch Centre,0,-1,0,"Dashaahara Maidan Rd, Sethi Nagar, Ujjain, Madhya Pradesh 456010, India",1619922972000,Private
924,Ujjain,-1,456001,Ujjain,9425332393,100,72,SUNITA PARMAR,0,0,"9425332393, 9425332393",Prashanti covid care center,0,-1,0,"45/1, Ujjain - Indore Rd, near Prashanti Dham, Motibagh Colony, Pawapuri Colony, Ujjain, Madhya Pradesh 456001, India",1619924313000,Government
925,Ujjain,-1,456001,Ujjain,8359889621,2,0,MR.AMIT PRATAP SINGH,10,28,0734 251 5056,"S S HOSPITAL & RESEARCH CENTRE,UJJAIN",0,-1,0,"No-76 Vikram Marg Near Shaheed Park, Freeganj, Madhav Nagar, Ujjain, Madhya Pradesh 456001, India",1619924700000,Private
926,Ujjain,-1,,Ujjain,9827551662,10,7,DR SWAMI,0,40,"9827551662, 9425495096",ATMNIRBHAR BADNAGAR CCC,0,-1,0,,1619924693000,Government
927,Ujjain,-1,456010,Ujjain,9425195676,16,0,DR SHRIPAD DESHMUKH,9,23,0734 251 9091,DESHMUKH HOSPITAL AND RESEARCH CENTRE,0,-1,0,"14/16, Sanwer Rd, Ved Nagar, Shivalay Twp, Ujjain, Madhya Pradesh 456010, India",1619931656000,Private
928,Ujjain,-1,456001,Ujjain,9826463689,0,0,SANJEEV KUMRAWAT,35,143,0734 255 1460,DH - Ujjain Civil Hospital Madhavnagar,0,-1,0,"Agar Road, Sindhi Colony, Ujjain, Madhya Pradesh 456001, India",1619928622000,Government
929,Ujjain,-1,456010,Ujjain,7000062858,6,0,DR. Govind Parmar,12,44,"9589441545, 9893549955",Tejankar Healthcare & medical Research institute,0,-1,4,"Tejankar Hospital, Madhav Club Rd, Tinbatti Chouraha, Ujjain, Madhya Pradesh 456010, India",1619924871000,Private
930,Ujjain,-1,,Ujjain,9827114364,2,2,DR KAMAL SOLANKY,7,18,"9827114364, 9827114364",NAGDA CH,2,-1,1,,1619924418000,Government
931,Ujjain,-1,456010,Ujjain,9993951015,2,0,Dr. Sunil Sharma Nodal Officer,5,16,0734 251 9447,PUSHPA MISSION HOSPITAL,0,-1,0,"Maria nagar, Dewas Rd, Rishi Nagar, Ujjain, Madhya Pradesh 456010, India",1619929231000,Private
932,Ujjain,-1,456006,Ujjain,9584005550,55,16,YOGESH SHAKYA,0,176,"7999426709, 9575415816",Charak Bhawan 5th Floor,0,-1,1,"Agar Rd, Nijatpura, Malipura, Ujjain, Madhya Pradesh 456006, India",1619928781000,Government
933,Ujjain,-1,456010,Ujjain,9302302221,10,4,DR FARHAN,22,28,072259 28637,SHREE GURUNANAK HOSPITAL AND RESEARCH CENTER,0,-1,0,"18, Kshapank Marg, Freeganj, Madhav Nagar, Desai Nagar, Ujjain, Madhya Pradesh 456010, India",1619935142000,Private
934,Ujjain,-1,456006,Ujjain,6265009552,120,91,Pankaj,137,243,073682 61235,RD Gardi Medical college (Contract),37,-1,141,"Neel Ganga Road, Madhya Pradesh State Highway 18, Sindhi Colony, Keshav Nagar, Ujjain, Madhya Pradesh 456006, India",1619926967000,Government
935,Ujjain,-1,,Ujjain,9893834493,0,0,DR. RAMPURE,0,20,"9893834493, 9893834493",CH MAHIPDUR,0,-1,0,,1619929129000,Government
936,Ujjain,-1,,Ujjain,9302594659,10,10,DR SANJAY PATEL,0,10,", ",CH KHACHAROD,0,-1,0,,1619924735000,Government
937,Umaria,-1,484661,Umaria,9435344230,215,196,Dr Vinod Gupta,0,0,07653 222 600,MASTER CCC,0,-1,0,"Umaria, Madhya Pradesh 484661, India",1619922473000,Government
938,Umaria,-1,484555,Umaria,9425533914,0,0,Dr Pratibha Pathak,0,20,"9425279878, 9425331379",Regional Hospital Narozabad,0,-1,13,"Nowrozabad, Madhya Pradesh 484555, India",1619922531000,Government
